"","RUID","salary_base","experiential1","popType","gender","ethnicity","post_grad_status","Student.Profile..GPA"
"632",138009984,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.5
"633",138004287,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.18
"634",140002444,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3
"635",148002863,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.29
"636",138001756,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.69
"637",138005462,NA,"Yes","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",3.43
"638",139003764,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.08
"639",122004645,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.44
"640",139008776,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.39
"641",140007599,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.8
"642",134002036,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.44
"643",140005253,NA,"Yes","Math & Sciences","Female","More than one race, excluding Hispanic or Latino","Seeking employment",3.31
"644",140009371,NA,"Yes","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.24
"645",149000016,NA,"Yes","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.38
"646",138000615,50000,"Yes","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.54
"647",139009516,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",3.18
"648",142001098,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.8
"649",132009939,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",NA
"650",120007888,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.31
"651",149005420,25000,"Yes","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.18
"652",138009946,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",3.09
"653",139004056,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.39
"654",143002112,108000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.33
"655",44004494,NA,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",2.68
"656",148006691,36000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.14
"657",138008024,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.36
"658",138009911,70000,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.93
"659",143009701,NA,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",2.07
"660",133009529,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.11
"661",134004444,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.59
"662",138007108,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.02
"663",132001956,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.33
"664",139006794,45000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.86
"665",133007546,NA,"Yes","Humanities & Social Sciences","Unknown","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.92
"666",138007773,45000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.89
"667",116007309,NA,"No","Math & Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.11
"668",128005292,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.44
"669",139004487,45000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.36
"670",138007260,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.9
"671",138005296,NA,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.6
"672",138001522,60000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.86
"673",140007565,52000,"No","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.68
"674",140002811,15000,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.88
"675",137009639,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.68
"676",133001924,NA,"No","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",2.96
"677",133005637,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.8
"678",132004753,35000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.73
"679",134006178,115000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.02
"680",138001636,75000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.18
"681",136005138,NA,"No","Humanities & Social Sciences","Female","Puerto Rican","Seeking employment",3.15
"682",139000056,NA,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",2.88
"683",141000378,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.27
"684",134002193,68000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.42
"685",140005162,65000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.65
"686",144003648,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.08
"687",141002554,63000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.33
"688",117001870,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.34
"689",139009490,34600,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"690",151002325,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.43
"691",127004317,40000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.27
"692",131002068,42000,"No","Humanities & Social Sciences","Male","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.46
"693",132004055,34321,"No","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.85
"694",126001727,33000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.26
"695",138000408,30000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.09
"696",140000574,32000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.69
"697",134008706,28000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.73
"698",140001549,46000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.37
"699",140003114,31000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.49
"700",133001153,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.33
"701",149003243,30000,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.47
"702",140005015,NA,"Yes","Humanities & Social Sciences","Female","Unknown","Seeking employment",3.61
"703",114009527,30000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.57
"704",132007016,30000,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.44
"705",139009328,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.49
"706",138007317,40000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"707",139000634,26000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.23
"708",138009354,25000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.64
"709",133002258,NA,"No","Math & Sciences","Male","Black Non-Hispanic","Seeking employment",2.46
"710",138008785,23000,"Yes","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.62
"711",144004014,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.9
"712",138006577,65000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.29
"713",124005461,19000,"No","Math & Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.61
"714",131008608,NA,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",2.17
"715",129005159,15000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.2
"716",148003884,35000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.51
"717",115003181,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.06
"718",132002711,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.36
"719",118002202,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.69
"720",155004932,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.7
"721",148006364,NA,"No","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.97
"722",143008157,60000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.8
"723",139008732,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.08
"724",139004544,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.38
"725",135003505,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.41
"726",142001067,NA,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.5
"727",154006159,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.7
"728",139000683,NA,"No","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",2.46
"729",138003154,75000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.8
"730",140005283,70000,"No","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.71
"731",144009310,60000,"No","Math & Sciences","Male","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.66
"732",139003250,50000,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.35
"733",139001790,48000,"Yes","Math & Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.12
"734",148006728,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.21
"735",149008654,40000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.59
"736",155009806,36000,"No","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.2
"737",126004103,70000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.48
"738",138003625,29500,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.99
"739",129001393,50094,"No","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3
"740",138006739,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.28
"741",140000803,12960,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.6
"742",138003775,36672,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.32
"743",140001685,6000,"Yes","Math & Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.64
"744",123007656,45000,"Yes","Humanities & Social Sciences","Male","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"745",138006093,30000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.47
"746",131006730,34000,"No","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.87
"747",153006697,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.57
"748",140006197,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",3.07
"749",134002613,20000,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.29
"750",139002970,55000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.46
"751",139006936,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.6
"752",132004591,45000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.13
"753",138003352,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.44
"754",140009264,58000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.57
"755",133002450,20000,"No","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.61
"756",140001591,54000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.3
"757",139006405,62000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.27
"758",138004559,58000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.16
"759",138008936,61500,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.63
"760",149003788,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.94
"761",139004412,72000,"Yes","Math & Sciences","Male","Native Hawaiian or Other Pacific Islander, Non Asian","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.24
"762",148009332,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.27
"763",139003445,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.94
"764",137009457,63000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.5
"765",122005652,50000,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.05
"766",118003163,25000,"No","Humanities & Social Sciences","Male","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.81
"767",138003698,100000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.26
"768",138007673,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.7
"769",140007315,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.4
"770",154002076,75000,"No","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.85
"771",140005497,48000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.47
"772",136000019,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.77
"773",138009307,72000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.35
"774",141002373,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.78
"775",138008825,70500,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.81
"776",138008000,65000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.81
"777",132009558,62000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.87
"778",152001765,NA,"No","Humanities & Social Sciences","Male","No Response","Seeking employment",3.83
"779",142006243,60000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.37
"780",140002694,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.8
"781",127003199,50800,"Yes","Math & Sciences","Female","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.59
"782",138007416,50000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.61
"783",134005103,NA,"No","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.94
"784",138009306,35000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.81
"785",140001399,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.3
"786",142008378,35000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.68
"787",137005645,63000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.97
"788",140009647,15470,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.24
"789",138004397,67000,"No","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.27
"790",138002405,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.88
"791",135000491,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.9
"792",138008197,44000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.7
"793",149005939,52500,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.09
"794",138000445,60000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.49
"795",138008283,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.37
"796",139009176,30888,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.39
"797",138000943,59000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.06
"798",138004050,NA,"Yes","Math & Sciences","Male","More than one race, excluding Hispanic or Latino","Seeking employment",3.92
"799",140000593,55000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.55
"800",139005961,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",2.99
"801",138007487,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.48
"802",138005092,44000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"803",138006749,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.37
"804",138000106,68000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.75
"805",139004968,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.04
"806",139004315,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.23
"807",155001492,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.77
"808",149009247,33280,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.23
"809",139006555,108000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.82
"810",131007702,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",4
"811",134002670,NA,"No","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",2.34
"812",139007211,95000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.27
"813",141001947,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.18
"814",121003017,35000,"Yes","Humanities & Social Sciences","Female","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.06
